trial,plan iters,plan time,best cost
0,3000,300,inf
1,10,0.1891918182373047,16.0
1,3000,300,16.0
2,10,0.03701424598693848,10.0
2,20,0.057990074157714844,1.0
2,3000,300,1.0
3,3000,300,inf
4,3000,300,inf
5,3000,300,inf
6,10,0.13108086585998535,10.0
6,70,2.8843960762023926,9.0
6,3000,300,9.0
7,3000,300,inf
8,10,0.0479276180267334,10.0
8,20,0.19735455513000488,9.0
8,3000,300,9.0
9,3000,300,inf
10,10,0.17696428298950195,9.0
10,3000,300,9.0
11,10,0.5312933921813965,39.0
11,20,0.7887609004974365,24.0
11,40,1.7563438415527344,18.0
11,270,13.76976990699768,8.0
11,3000,300,8.0
12,10,0.08510231971740723,6.0
12,3000,300,6.0
13,10,0.4924197196960449,12.0
13,30,1.0940144062042236,10.0
13,210,9.872712135314941,9.0
13,380,18.493327379226685,7.0
13,3000,300,7.0
14,3000,300,inf
15,3000,300,inf
16,3000,300,inf
17,10,0.1582338809967041,19.0
17,270,13.29705023765564,15.0
17,420,22.49451971054077,13.0
17,1680,108.67453861236572,12.0
17,1880,123.94853830337524,7.0
17,3000,300,7.0
18,10,0.06041836738586426,10.0
18,2950,198.14115834236145,9.0
18,3000,300,9.0
19,10,0.3142709732055664,13.0
19,70,2.830105781555176,12.0
19,270,12.042863607406616,4.0
19,3000,300,4.0
20,10,0.048369646072387695,17.0
20,20,0.07510876655578613,5.0
20,30,0.25722622871398926,1.0
20,3000,300,1.0
21,10,0.2355659008026123,17.0
21,60,2.609022617340088,11.0
21,3000,300,11.0
22,10,0.038765668869018555,10.0
22,3000,300,10.0
23,350,22.103219985961914,48.0
23,450,28.611217737197876,44.0
23,710,47.1508047580719,32.0
23,1050,73.0741057395935,12.0
23,3000,300,12.0
24,3000,300,inf
25,10,0.08581161499023438,7.0
25,3000,300,7.0
26,10,0.057698726654052734,10.0
26,1450,90.81430125236511,9.0
26,3000,300,9.0
27,10,0.28964853286743164,38.0
27,30,0.9761254787445068,31.0
27,50,1.5569767951965332,29.0
27,70,2.6434268951416016,13.0
27,3000,300,13.0
28,40,2.1206843852996826,20.0
28,310,19.55120015144348,8.0
28,3000,300,8.0
29,10,0.15807485580444336,15.0
29,20,0.6940689086914062,10.0
29,50,2.106797695159912,8.0
29,3000,300,8.0
30,10,0.1912522315979004,21.0
30,20,0.5107738971710205,18.0
30,70,2.786226987838745,17.0
30,120,5.114742279052734,7.0
30,3000,300,7.0
31,20,0.4086627960205078,13.0
31,40,1.1207647323608398,12.0
31,3000,300,12.0
32,10,0.06968498229980469,11.0
32,40,1.399613857269287,10.0
32,880,48.68959641456604,9.0
32,3000,300,9.0
33,10,0.21684002876281738,35.0
33,20,0.28863048553466797,34.0
33,30,0.44081568717956543,7.0
33,3000,300,7.0
34,10,0.06891489028930664,10.0
34,3000,300,10.0
35,10,0.3023343086242676,7.0
35,3000,300,7.0
36,3000,300,inf
37,10,0.26088404655456543,6.0
37,3000,300,6.0
38,10,0.32352113723754883,10.0
38,20,0.7977774143218994,9.0
38,3000,300,9.0
39,3000,300,inf
40,3000,300,inf
41,10,0.2810840606689453,12.0
41,3000,300,12.0
42,10,0.2263028621673584,9.0
42,3000,300,9.0
43,3000,300,inf
44,3000,300,inf
45,10,0.33487749099731445,9.0
45,30,1.0632176399230957,8.0
45,3000,300,8.0
46,10,0.10989809036254883,11.0
46,3000,300,11.0
47,3000,300,inf
48,400,34.860278844833374,14.0
48,3000,300,14.0
49,10,0.10920929908752441,7.0
49,240,11.608197927474976,6.0
49,3000,300,6.0
Num trials: 50
Success rate: 0.68
Average cost: 8.558823529411764
Cost STD: 3.1077812822446007
Cost CI: 1.065960185674642
